Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East,Saudi Arabia,Baby Food,Offline,C,2023-10-11,525838,2023-10-16,265,126.34,89.25,33480.1,23651.25,9828.85
South America,Argentina,Baby Food,Online,C,2023-04-20,521483,2023-04-24,331,94.13,50.02,31157.03,16556.62,14600.41
Europe,Germany,Beverages,Offline,M,2023-07-09,684262,2023-07-16,395,36.65,31.25,14476.75,12343.75,2133.0
Middle East,Turkey,Office Supplies,Online,M,2023-05-13,556848,2023-05-21,435,96.29,56.12,41886.15,24412.2,17473.95
South America,Argentina,Clothing,Online,H,2023-01-01,322712,2023-01-15,494,133.85,75.83,66121.9,37460.02,28661.88
Asia,Japan,Office Supplies,Online,M,2023-02-11,614117,2023-02-23,43,150.92,105.52,6489.56,4537.36,1952.2
Europe,Spain,Electronics,Offline,L,2023-04-01,897908,2023-04-06,327,146.32,117.8,47846.64,38520.6,9326.04
Asia,Japan,Clothing,Online,H,2023-05-01,463269,2023-05-03,323,48.81,28.09,15765.63,9073.07,6692.56
Sub-Saharan Africa,Nigeria,Clothing,Offline,L,2023-05-24,254225,2023-06-07,245,9.57,7.28,2344.65,1783.6,561.05
Sub-Saharan Africa,Ghana,Electronics,Offline,L,2023-07-21,900032,2023-07-26,269,89.34,51.93,24032.46,13969.17,10063.29
Europe,Spain,Household,Online,C,2023-11-12,624435,2023-11-27,201,9.7,5.94,1949.7,1193.94,755.76
Sub-Saharan Africa,Nigeria,Electronics,Offline,C,2023-08-23,359017,2023-08-25,49,155.01,112.91,7595.49,5532.59,2062.9
North America,Mexico,Baby Food,Offline,M,2023-04-13,448489,2023-04-23,380,91.34,53.87,34709.2,20470.6,14238.6
Middle East,Saudi Arabia,Office Supplies,Online,C,2023-12-18,520985,2023-12-21,203,170.82,125.26,34676.46,25427.78,9248.68
Europe,Spain,Electronics,Offline,C,2023-03-21,885044,2023-03-25,219,193.18,171.15,42306.42,37481.85,4824.57
South America,Argentina,Clothing,Online,L,2023-08-08,667134,2023-08-14,305,85.27,61.2,26007.35,18666.0,7341.35
Asia,India,Electronics,Online,H,2023-10-01,668683,2023-10-08,477,199.58,105.73,95199.66,50433.21,44766.45
North America,United States,Electronics,Online,C,2023-03-21,995716,2023-03-25,389,139.84,97.54,54397.76,37943.06,16454.7
North America,United States,Household,Offline,M,2023-05-17,466099,2023-05-19,157,17.52,13.55,2750.64,2127.35,623.29
Sub-Saharan Africa,Nigeria,Electronics,Online,C,2023-02-09,867779,2023-02-23,309,83.46,72.59,25789.14,22430.31,3358.83
Europe,Italy,Electronics,Online,C,2023-09-04,794620,2023-09-07,46,182.97,119.81,8416.62,5511.26,2905.36
South America,Colombia,Beverages,Online,L,2023-11-01,337560,2023-11-10,344,116.73,101.31,40155.12,34850.64,5304.48
Asia,China,Beverages,Offline,L,2023-12-30,616637,2024-01-10,250,13.28,11.73,3320.0,2932.5,387.5
Asia,China,Beverages,Online,L,2023-09-09,387324,2023-09-23,424,134.81,91.5,57159.44,38796.0,18363.44
South America,Brazil,Baby Food,Offline,M,2023-12-04,206097,2023-12-08,266,83.44,54.87,22195.04,14595.42,7599.62
Sub-Saharan Africa,South Africa,Electronics,Offline,H,2023-08-26,362850,2023-09-06,168,6.71,5.57,1127.28,935.76,191.52
South America,Argentina,Office Supplies,Online,C,2023-03-31,768197,2023-04-11,487,195.68,98.88,95296.16,48154.56,47141.6
Middle East,Saudi Arabia,Electronics,Online,C,2023-12-19,456125,2023-12-23,44,136.53,91.48,6007.32,4025.12,1982.2
South America,Brazil,Office Supplies,Online,H,2023-05-07,659066,2023-05-18,122,100.38,71.76,12246.36,8754.72,3491.64
South America,Colombia,Office Supplies,Offline,L,2023-04-11,209549,2023-04-18,22,64.96,34.09,1429.12,749.98,679.14
South America,Chile,Beverages,Offline,L,2023-02-21,977497,2023-02-24,423,53.84,43.34,22774.32,18332.82,4441.5
North America,United States,Household,Offline,L,2023-03-31,115260,2023-04-13,122,19.41,16.4,2368.02,2000.8,367.22
Middle East,Saudi Arabia,Beverages,Online,M,2023-02-21,903815,2023-02-25,93,176.15,143.98,16381.95,13390.14,2991.81
Asia,Japan,Household,Online,C,2023-08-13,459475,2023-08-22,488,177.01,89.36,86380.88,43607.68,42773.2
Middle East,Saudi Arabia,Office Supplies,Online,C,2023-10-08,219349,2023-10-11,320,60.69,40.53,19420.8,12969.6,6451.2
South America,Chile,Clothing,Online,C,2023-10-06,316160,2023-10-17,215,131.2,100.2,28208.0,21543.0,6665.0
Middle East,UAE,Electronics,Online,C,2023-01-28,846704,2023-02-08,356,20.32,14.37,7233.92,5115.72,2118.2
North America,United States,Baby Food,Online,M,2023-06-17,704308,2023-06-27,227,70.2,45.09,15935.4,10235.43,5699.97
Asia,South Korea,Household,Online,H,2023-09-05,540396,2023-09-19,138,42.82,25.55,5909.16,3525.9,2383.26
South America,Chile,Baby Food,Online,L,2023-01-09,621623,2023-01-12,227,190.98,142.7,43352.46,32392.9,10959.56
Europe,United Kingdom,Baby Food,Online,L,2023-12-24,296263,2024-01-02,269,174.63,148.09,46975.47,39836.21,7139.26
South America,Colombia,Household,Online,M,2023-02-27,313449,2023-03-03,173,120.21,88.96,20796.33,15390.08,5406.25
Asia,India,Clothing,Offline,L,2023-07-23,632430,2023-08-06,213,75.59,45.29,16100.67,9646.77,6453.9
North America,Mexico,Electronics,Offline,C,2023-01-01,167642,2023-01-05,472,93.09,56.67,43938.48,26748.24,17190.24
North America,Canada,Clothing,Online,M,2023-05-20,154101,2023-05-24,384,129.78,108.37,49835.52,41614.08,8221.44
Asia,South Korea,Household,Online,M,2023-09-29,243641,2023-10-13,495,87.4,61.66,43263.0,30521.7,12741.3
Sub-Saharan Africa,Ghana,Office Supplies,Online,C,2023-10-07,705079,2023-10-16,12,163.35,122.2,1960.2,1466.4,493.8
Sub-Saharan Africa,Nigeria,Electronics,Offline,L,2023-11-20,974343,2023-11-25,85,64.6,40.34,5491.0,3428.9,2062.1
Europe,United Kingdom,Baby Food,Online,L,2023-08-10,509553,2023-08-23,380,156.12,79.37,59325.6,30160.6,29165.0
Europe,Spain,Beverages,Online,H,2023-10-13,338744,2023-10-22,83,46.63,32.42,3870.29,2690.86,1179.43
North America,Canada,Electronics,Online,C,2023-10-07,513887,2023-10-15,386,160.28,121.83,61868.08,47026.38,14841.7
South America,Chile,Electronics,Offline,H,2023-07-06,463685,2023-07-09,139,127.18,74.39,17678.02,10340.21,7337.81
Middle East,Saudi Arabia,Electronics,Offline,C,2023-05-06,573932,2023-05-20,314,124.92,84.15,39224.88,26423.1,12801.78
Middle East,UAE,Beverages,Online,L,2023-09-16,506300,2023-09-26,197,164.98,100.96,32501.06,19889.12,12611.94
Asia,India,Baby Food,Offline,L,2023-07-31,829625,2023-08-08,365,34.18,25.77,12475.7,9406.05,3069.65
Europe,Italy,Household,Offline,M,2023-09-26,393515,2023-10-04,373,168.01,136.11,62667.73,50769.03,11898.7
South America,Chile,Clothing,Offline,C,2023-11-01,769910,2023-11-11,460,175.68,140.16,80812.8,64473.6,16339.2
South America,Chile,Baby Food,Online,L,2023-05-19,711520,2023-05-24,159,12.03,10.45,1912.77,1661.55,251.22
North America,United States,Baby Food,Offline,M,2023-10-10,828764,2023-10-13,101,96.0,65.61,9696.0,6626.61,3069.39
Asia,China,Baby Food,Online,M,2023-05-20,519402,2023-05-30,479,133.14,71.45,63774.06,34224.55,29549.51
Middle East,Turkey,Beverages,Online,M,2023-09-30,159393,2023-10-10,209,177.01,111.44,36995.09,23290.96,13704.13
Sub-Saharan Africa,Nigeria,Beverages,Offline,C,2023-03-15,658638,2023-03-30,116,134.85,118.39,15642.6,13733.24,1909.36
Asia,China,Household,Offline,M,2023-01-31,766648,2023-02-13,317,156.03,116.23,49461.51,36844.91,12616.6
Middle East,UAE,Electronics,Online,H,2023-02-14,260432,2023-02-28,36,111.4,70.45,4010.4,2536.2,1474.2
North America,United States,Electronics,Offline,L,2023-06-28,339060,2023-07-12,12,167.32,137.96,2007.84,1655.52,352.32
Middle East,Saudi Arabia,Electronics,Offline,M,2023-01-13,761061,2023-01-25,301,69.62,42.86,20955.62,12900.86,8054.76
Asia,South Korea,Office Supplies,Online,C,2023-03-20,844782,2023-03-23,104,38.89,28.43,4044.56,2956.72,1087.84
North America,Mexico,Electronics,Offline,C,2023-03-29,341113,2023-04-10,264,139.74,88.14,36891.36,23268.96,13622.4
Sub-Saharan Africa,Nigeria,Clothing,Online,L,2023-03-08,435657,2023-03-18,361,165.04,94.27,59579.44,34031.47,25547.97
Middle East,Saudi Arabia,Baby Food,Online,L,2023-03-25,487332,2023-03-30,414,87.76,53.07,36332.64,21970.98,14361.66
Middle East,Turkey,Office Supplies,Offline,L,2023-03-22,891072,2023-04-01,392,123.92,77.21,48576.64,30266.32,18310.32
Middle East,Turkey,Electronics,Offline,M,2023-07-03,800486,2023-07-06,478,121.1,73.56,57885.8,35161.68,22724.12
Asia,India,Electronics,Offline,H,2023-12-27,755609,2024-01-03,38,30.3,25.17,1151.4,956.46,194.94
North America,Canada,Office Supplies,Online,H,2023-11-13,387396,2023-11-17,83,39.9,20.18,3311.7,1674.94,1636.76
Middle East,Saudi Arabia,Clothing,Offline,L,2023-04-12,220551,2023-04-14,69,55.43,39.25,3824.67,2708.25,1116.42
South America,Brazil,Household,Online,L,2023-01-10,768313,2023-01-23,424,104.39,90.12,44261.36,38210.88,6050.48
South America,Chile,Electronics,Offline,L,2023-07-18,614184,2023-07-26,143,69.51,44.54,9939.93,6369.22,3570.71
Sub-Saharan Africa,Ghana,Clothing,Online,M,2023-06-23,678225,2023-07-04,191,95.47,73.76,18234.77,14088.16,4146.61
Asia,China,Clothing,Offline,M,2023-10-31,390256,2023-11-06,306,177.95,134.41,54452.7,41129.46,13323.24
Sub-Saharan Africa,South Africa,Household,Offline,C,2023-07-20,114756,2023-08-03,466,75.4,51.23,35136.4,23873.18,11263.22
North America,Canada,Office Supplies,Online,M,2023-11-25,654859,2023-12-01,416,192.81,146.55,80208.96,60964.8,19244.16
Sub-Saharan Africa,Ghana,Electronics,Online,H,2023-09-29,660473,2023-10-08,459,185.5,102.55,85144.5,47070.45,38074.05
Europe,United Kingdom,Household,Online,C,2023-02-22,863728,2023-02-24,164,189.99,121.0,31158.36,19844.0,11314.36
Middle East,UAE,Household,Offline,C,2023-05-19,459107,2023-05-24,109,98.23,84.42,10707.07,9201.78,1505.29
Europe,France,Electronics,Offline,L,2023-07-09,950478,2023-07-16,385,186.87,133.82,71944.95,51520.7,20424.25
Asia,Japan,Office Supplies,Online,C,2023-09-04,115596,2023-09-16,11,104.7,90.91,1151.7,1000.01,151.69
North America,United States,Clothing,Offline,H,2023-09-15,568017,2023-09-19,412,149.62,122.17,61643.44,50334.04,11309.4
Asia,China,Household,Offline,C,2023-02-21,212261,2023-02-25,298,190.5,115.75,56769.0,34493.5,22275.5
Europe,Germany,Beverages,Offline,H,2023-05-31,210652,2023-06-05,265,115.61,76.66,30636.65,20314.9,10321.75
North America,Canada,Electronics,Online,H,2023-05-17,878050,2023-05-25,471,80.15,44.37,37750.65,20898.27,16852.38
Asia,South Korea,Beverages,Online,C,2023-02-10,362439,2023-02-15,39,64.69,39.83,2522.91,1553.37,969.54
Asia,India,Clothing,Online,M,2023-07-30,438326,2023-08-05,468,8.41,7.13,3935.88,3336.84,599.04
Middle East,Turkey,Electronics,Offline,C,2023-03-20,330834,2023-03-27,450,192.56,121.16,86652.0,54522.0,32130.0
Asia,China,Household,Online,C,2023-05-12,705921,2023-05-15,17,35.27,22.14,599.59,376.38,223.21
Asia,China,Baby Food,Online,M,2023-11-30,796722,2023-12-08,321,78.42,44.94,25172.82,14425.74,10747.08
North America,Mexico,Beverages,Online,H,2023-11-08,749949,2023-11-15,156,20.81,15.42,3246.36,2405.52,840.84
Asia,South Korea,Beverages,Online,M,2023-06-16,421601,2023-06-23,332,84.86,60.05,28173.52,19936.6,8236.92
Asia,South Korea,Office Supplies,Offline,M,2023-05-19,693717,2023-05-30,488,27.66,16.21,13498.08,7910.48,5587.6
North America,United States,Clothing,Offline,M,2023-03-18,404846,2023-04-02,498,117.15,61.0,58340.7,30378.0,27962.7
Sub-Saharan Africa,Nigeria,Electronics,Online,H,2023-11-23,645135,2023-11-29,140,29.91,25.82,4187.4,3614.8,572.6
Sub-Saharan Africa,South Africa,Beverages,Offline,M,2023-12-25,867785,2024-01-09,417,105.78,93.58,44110.26,39022.86,5087.4
Middle East,UAE,Clothing,Offline,M,2023-12-09,478003,2023-12-23,33,155.31,131.23,5125.23,4330.59,794.64
Middle East,Saudi Arabia,Household,Online,C,2023-11-03,265048,2023-11-16,290,99.24,72.89,28779.6,21138.1,7641.5
Middle East,Saudi Arabia,Household,Offline,L,2023-08-24,650887,2023-08-29,139,138.55,82.79,19258.45,11507.81,7750.64
